 Tweet Text, Information Source, Information Type, Informativeness
RT @AlfredoFlores: My prayers are with the family of the TSA agent who was killed today at LAX and the other victims injured in this shooti…,Outsiders,Sympathy and support,Related - but not informative
KING D ROYALTY http://t.co/2RJIrrnlOi … #LA #LAX #OAKLAND #SF #BAYAREA #VEGAS #LOSANGELES #CALI #SEO #SMM #WP #OC #MUSIC #BLOGS #TURNUP 62,Not labeled,Not labeled,Not related
RT @AlfredoFlores: My prayers are with the family of the TSA agent who was killed today at LAX and the other victims injured in this shooti…,Outsiders,Sympathy and support,Related - but not informative
Really? Shooting at the airport...,Outsiders,Other Useful Information,Related - but not informative
RT @AlfredoFlores: My prayers are with the family of the TSA agent who was killed today at LAX and the other victims injured in this shooti…,Outsiders,Sympathy and support,Related and informative
Our sympathy with the victims of the LAX shooting. #LAX,Outsiders,Sympathy and support,Related - but not informative
RT @wilw: I am shocked — shocked — that LAX shooter used an AR-15. It’s almost like that gun only exists to kill as many people as quickly …,Outsiders,Other Useful Information,Related and informative
@wbcsays If God sent the shooter to LAX  everyone would have been killed #SatanSentTheShooter  you pray for hatred but God is LOVE,Outsiders,Sympathy and support,Related - but not informative
"RT @weeddude: According to @katywithawhy @CBSNews has obtained a photo of Paul Ciancia, the LAX shooting suspect http://t.co/IydbTQM7OC",Media,Affected individuals,Related and informative
RT @NBCNews: More: LAX shooting suspect was carrying material harshly critical of federal government and TSA in particular - @PeteWilliamsN…,Media,Other Useful Information,Related and informative
RT @nbcnightlynews: LAX shooting suspect is 23-year-old Paul Anthony Ciancia. @PeteWilliamsNBC joins us now  with more on the suspect #NBCN…,Media,Affected individuals,Related and informative
RT @RT_America: DEVELOPING: #LAX shooting suspect sent text to his brother in which he admitted he was considering suicide http://t.co/3jRj…,Media,Affected individuals,Related and informative
BBC News - One person killed in Los Angeles airport shooting http://t.co/Swfr5FOgTk,Media,Affected individuals,Related and informative
"ben: NJ Police: Dad Called, Worried About LAX Suspect: NJ Police: Dad Called, Worried About LAX Suspect, The... http://t.co/VyKomjFvH1",Media,Affected individuals,Related and informative
WATCH LIVE: LAX Airport Shooting Press Conference (Full Video): Authorities will deliver a press conference Fr... http://t.co/ve7U337ZLw,Media,Affected individuals,Related and informative
RT @PrisonPlanet: LAX shooter is 23-year-old Paul Ciancia. How long before we discover he was on anti-depressant drugs?,Media,Affected individuals,Related and informative
RT @elcomercio: Estados Unidos: Reportan tiroteo en aeropuerto de Los Ángeles http://t.co/uDbkxpe3Gt  #LAX,Not labeled,Not labeled,Not applicable
"RT @vudugrrrrl: They shot the shooter at LAX &amp; already have his New Jersey home surrounded.  But they can't find who shot Tupac and Biggie,…",Outsiders,Affected individuals,Related and informative
My prayers to those involved in the shootings at LAX. Such sad news.,Outsiders,Sympathy and support,Related - but not informative
"BREAKING NEWS!!!!!!! 7 Injured at LAX, 2 Dead: TSA Agent, Shooter – Watch the Chaos: Video: UP... http://t.co/cHy165dApz #news #omg #bet",Media,Affected individuals,Related and informative
Blessings to the LAX shooting victims...,Outsiders,Sympathy and support,Related - but not informative
"People from NJ and LA are always such calm, even-tempered folks that it's hard to imagine how this could happen. Let's all act shocked. #lax",Outsiders,Other Useful Information,Related - but not informative
"Suspect in the Los Angeles airport shooting is Paul Anthony Ciancia, a 23-year-old from Los Angeles, the FBI says. via @cnnbrk",Government,Other Useful Information,Related and informative
@AeolianMinor @MGG3980 glad you made it in after the shooting at the airport. Glad you are safe! Have fun!,Outsiders,Other Useful Information,Related - but not informative
RT @kateesackhoff: This whole #LAXShooting is heartbreaking. I'm so tired of hate &amp; evil...why can't we all just respect &amp; love one another…,Outsiders,Sympathy and support,Related - but not informative
"UPDATED: LAX Shooter Kills TSA Agent, Other Victims Hit By Gunfire - http://t.co/MhUh7X3Njv http://t.co/BW6Cv6v6A4 (Latest) #usaf #usmc",Media,Affected individuals,Related and informative
---IF YOUR A STRANDED PASSENGER CALL 1-888-831-7176 FOR HOTEL ACCOMMODATIONS---#LAX #LA #HELP #TRAVEL #CALIFORNIA #LosAngelesAirport #HOTEL,Not labeled,Not labeled,Not related
Prayers out to those affected by #LAXShooting,Outsiders,Sympathy and support,Related - but not informative
"#abcstudio : LAX LATEST: Details Emerge on Suspect, Threat Note: LAX LATEST: Details emerge on suspect,... http://t.co/55GmMpIkjC #dnybm",Media,Affected individuals,Related and informative
"RT @aa_ghafoor: LAX shooter was a white dude, so don't worry he's not a terrorist",Outsiders,Affected individuals,Related and informative
Rt @ABCWorldNews: Alleged LAX shooter Paul Ciancia carried anti-government note: http://t.co/Shr8T2Ve1A,Media,Affected individuals,Related and informative
RT @myfoxla: #LAXShooting: Here's a map of the inside of Terminal 3 at #LAX Airport. http://t.co/j0oDw1nznS,Media,Not applicable,Related and informative
RT @tayastarling: This is awful 😔 “@cnnbrk: Union official: #LAX shooting is first time a TSA officer has been killed on duty. http://t.co/…,Outsiders,Affected individuals,Related and informative
RT @ShepNewsTeam: Are you stuck at #LAX? Send us your video … tell us your story. @ShepNewsTeam @FoxNews,Not labeled,Not labeled,Not related
Our thoughts are with all those impacted by the #LAX shooting today. 💔,Outsiders,Sympathy and support,Related - but not informative
"RT @pattonoswalt: Let's see if the gun rights advocates can wait a decent interval before spouting their bullsh -- oops, never mind. #LAX",Outsiders,Other Useful Information,Related - but not informative
RT @GrantCardone: Todays shooting at #LAX airport proves the only way to stop a gunman is with guns.  Thanks to #LAPD,Outsiders,Other Useful Information,Related and informative
@ESQPolitics: There Is Nothing Random About The LAX Shooting http://t.co/bvDj47V01j This seems to be methodically planned #LAXShooting,Outsiders,Other Useful Information,Related and informative
RT @AC360: Someone opened to the door to the tarmac and we took cover under the airplane @MythBusters @ToryBelleci on #LAXShooting. #AC360,Media,Affected individuals,Related and informative
"LAX shooter identified; one dead, 6 injured http://t.co/2brWreHrM3",Media,Affected individuals,Related and informative
"RT @PhillyInquirer: The #LAX shooting suspect graduated in 2008 from Salesianum School in Wilmington, Del., AP says--not Pennsville HS, as …",Media,Other Useful Information,Related and informative
"Peoria: NJ police: Dad called, worried about LAX suspect http://t.co/T2wWFOD66F",Government,Affected individuals,Related and informative
RT @DBOntarioNow: Father says LAX shooting suspect was suicidal http://t.co/ET9kEW2X8f,Eyewitness,Affected individuals,Related and informative
RT @ToryBelleci: Shooters in #LAX That was f***ing terrifying!,Eyewitness,Affected individuals,Related - but not informative
"R.I.P to the victims of the LAX shooting, you'll be in my prayers🙏",Outsiders,Sympathy and support,Related - but not informative
RT @biggovt: LAX Removed Armed Police from Security Checkpoints Months Ago: Just a few months before the shootings at LAX o... http://t.co/…,Media,Other Useful Information,Related and informative
Yet another #shooting. #Meh. #LAX,Outsiders,Other Useful Information,Related - but not informative
A shooting at #LAX &amp; someone dresses up as a #Boston Marathon victim for #Halloween....WHAT IS WRONG WITH THE UNIVERSE?!,Outsiders,Sympathy and support,Related - but not informative
"LAX shooting: Gunman left anti-government note, targeted TSA  http://t.co/p4KhLuaP1m #LAX #LosAngeles #Shooting",Media,Other Useful Information,Related and informative
"“@CBSEveningNews: #BREAKING: has obtained a photo of #LAXShooting suspect Paul Ciancia, who is currently in custody: http://t.co/yVYe7X3cgq”",Media,Affected individuals,Related and informative
“@OneRepublic: Shootings at airports now????   We fly out of LAX more than any airport.  God help the victim's families.  This is insanity”,Outsiders,Sympathy and support,Related - but not informative
See the chaos inside LAX: New video shows chaos inside Los Angeles International Airport as passengers run for... http://t.co/gaAxtsTSed,Media,Affected individuals,Related and informative
#LAX Shooting – More Anti-Second Amendment Propaganda Already in Progress : Freedom Outpost http://t.co/HpxYmXj7Z7,Media,Other Useful Information,Related - but not informative
Fliers delayed following LAX shooting: Prolonged shutdown at the nation's third largest airport was particular... http://t.co/kTU9v3qANS,Media,Infrastructure and utilities,Related and informative
"RT @cnnbrk: FBI identifies Paul Anthony Ciancia, 23, as #LAX shooter. http://t.co/xuWPhFfeje",Media,Affected individuals,Related and informative
"RT @BostonGlobe: LAX shooting suspect sent text to sibling mentioning suicide, N.J. police chief says http://t.co/Z9a19sJjKg",Media,Affected individuals,Related and informative
"I could be flying this week to someplace safe like Kandahar or Damascus but no, I have to go to #LAX.",Not labeled,Not labeled,Not related
"RT @cnnbrk: Shooting at #LAX affected nearly 750 flights, airport director says. http://t.co/bNciH0jZmW",Media,Infrastructure and utilities,Related and informative
"RT @cnnbrk: Shooting at #LAX affected nearly 750 flights, airport director says. http://t.co/bNciH0jZmW",Media,Infrastructure and utilities,Related and informative
"Left the #AokifyAmerica tour in NYC, flew to LAX to find an empty airport and now driving to the @RobZombiesGAN  gig with @destroidmusic :)",Not labeled,Not labeled,Not related
RT @AlfredoFlores: My prayers are with the family of the TSA agent who was killed today at LAX and the other victims injured in this shooti…,Outsiders,Sympathy and support,Related and informative
"RT @BostonGlobe: LAX shooter had a bag containing a note that said he wanted to kill TSA and pigs, official says http://t.co/Z9a19sJjKg",Media,Other Useful Information,Related and informative
prayers out to the victims of the LAX shooting today 🙏,Outsiders,Sympathy and support,Related - but not informative
RT @Bruno_E_Ribeiro: 😔 so sad that those people lost their lives in that Los Angeles Airport shooting,Outsiders,Sympathy and support,Related - but not informative
RT @frankmottek: @KNX1070 Business Hour pre-empted by expanded coverage of #LAXShooting Stay with KNX and @CBSLA Dow +70 NAS +2 S&amp;P +5,Media,Other Useful Information,Related and informative
RT @Biigblair: #LAXShooting #JustPraying 🙏 http://t.co/mC5SwJ5CSS,Outsiders,Sympathy and support,Related - but not informative
Fliers Delayed After Los Angeles Airport Shooting http://t.co/w5u80GKhzA,Media,Infrastructure and utilities,Related and informative
RT @myfoxphoenix: #LAXShooting update: 5 people hospitalized http://t.co/ggNTvJfDOR #FOX10,Media,Affected individuals,Related and informative
"RT @tylerbatisteTNJ: Alleged shooter at LAX is a 2008 graduate of Salesianum, according to AP. #netDE #LAXShooting http://t.co/1w0lCoA5i1",Outsiders,Affected individuals,Related and informative
RT @AlfredoFlores: My prayers are with the family of the TSA agent who was killed today at LAX and the other victims injured in this shooti…,Outsiders,Sympathy and support,Related and informative
"RT @StellaInger Shooting at #LAX affected nearly 750 flights, airport director says. http://t.co/sG8rdUkqVN via @cnnbrk",Media,Infrastructure and utilities,Related and informative
Why he look photoshopped RT @ABC7: PHOTO: 23-year-old LAX shooting suspect Paul Ciancia http://t.co/LmaKVo7IMz http://t.co/1htSXMDN9i,Media,Affected individuals,Related and informative
RT @DanielleCNN: Shooting at #LAX. Triage team setting up. Red = critical. Yellow = stable/needs treatment. Green = walking wounded. http:/…,Media,Affected individuals,Related and informative
RT @TotalTrafficLA: #ElSegundo security incident on 105 WB between Nash St and Sepulveda Blvd in #Lax #LAtraffic http://t.co/e2e6MW3d78,Not labeled,Not labeled,Not related
"RT @sasharawji: These news reports are forgetting what we should be calling this shooter at #LAX - a terrorist! Oh wait, it's cause he's wh…",Outsiders,Other Useful Information,Related - but not informative
"RT @cnnbrk: Source: Alleged #LAX gunman recently sent angry, rambling texts to family. http://t.co/xuWPhFfeje",Media,Affected individuals,Related and informative
LAX Shooting Witness: Shooter was 'inside' terminal. #J2150L http://t.co/tM1YXDYSh7,Eyewitness,Affected individuals,Related and informative
RT @cnnbrk: All #LAX terminals except for T3 now open. departures &amp; arrivals roadways open to all cars. @LAX_Official says. http://t.co/xuW…,Not labeled,Not labeled,Not related
"Horrific LAX shooting scene: Actor, Tim Daly, describes to Brooke Baldwin the horrific shooting scene witnessed at the LAX airport.",Eyewitness,Affected individuals,Related and informative
RT @MichaelSkolnik: FIRST photo of LAX shooting suspect Paul Ciancia --&gt; http://t.co/95xAHiVmhS,Outsiders,Affected individuals,Related and informative
RT @cnnbrk: Photo obtained by CNN appears to show a weapon on the floor at #LAX . http://t.co/xuWPhFfeje http://t.co/KipB68PPJq,Media,Other Useful Information,Related and informative
FBI: 23-year-old L.A. man is suspect in airport shooting that kills TSA officer http://t.co/Y1XMvSVuhf,Government,Affected individuals,Related and informative
"On @WISN12News at 10, a #WhitefishBay man is desperate to get home to his family after spending the day at the #LAX airport.",Media,Affected individuals,Related - but not informative
"@BasedBieberLife NJ police: Dad called, worried about LAX suspect:   @deadmau5",Government,Affected individuals,Related and informative
"@BasedBieberLife NJ police: Dad called, worried about LAX suspect:   @deadmau5",Outsiders,Affected individuals,Related and informative
".@deadmau5 NJ police: Dad called, worried about LAX suspect:   @BasedBieberLife",Outsiders,Affected individuals,Related - but not informative
"LAX Shooting: TSA Agent Dead, Gunman In Custody At Airport (UPDATE) http://t.co/NmjNEHMTsC via @HuffPostCrime",Media,Affected individuals,Related and informative
Lone suspect in L.A. airport shooting used assault rifle: police http://t.co/wC1Og86aJ8,Government,Other Useful Information,Related and informative
RT @Marty2634: I want to Offer my Condolences to the Family of the TSA Agent who was Shot &amp; Killed at LAX Airport this Morning in LA!,Outsiders,Sympathy and support,Related and informative
"RT @msnbc: Two victims shot by suspect in LAX reportedly using a rifle, reports @NBCNews",Media,Affected individuals,Related and informative
"RT @BBCWorld: Lone suspect in Los Angeles #LAX airport shooting named to US media as Paul Ciancia, 23, by law enforcement officials http://…",Media,Affected individuals,Related and informative
Greenfield resident comes face to face with LAX shooter - http://t.co/xiKmN3FvcG,Media,Other Useful Information,Related and informative
"RT @cnnbrk: TSA identifies officer killed in #LAX shooting as Gerardo Hernandez, 39. http://t.co/xuWPhFfeje",Media,Affected individuals,Related and informative
Security agent is killed in shooting at airport http://t.co/Q7TtGHmGJw,Media,Affected individuals,Related and informative
"RT @ConcreteLoop: BREAKING NEWS: LAX SHOOTING LEAVES SEVERAL PEOPLE WOUNDED, SUSPECT IN CUSTODY - http://t.co/IFhKhTsibH",Media,Affected individuals,Related and informative
"“@_samgasm: the LAX shooter is from Salem county NJ, FUCK THAT” WHAAAAT",Outsiders,Affected individuals,Related - but not informative
i watched #dracula and #grimm too hehe but who would do such a thing? Shooting at an airport...,Outsiders,Not applicable,Related - but not informative
tobiehess leaving LAX  lucky us. Dodged a bullet #LAX shooter safe at home .But something's gotta… http://t.co/lb1X04KQxn,Eyewitness,Affected individuals,Related - but not informative
@CodySimpson How was your day Cody? Sorry about LAX airport,Outsiders,Sympathy and support,Related - but not informative
"RT @cnnbrk: Gunman at #LAX was shot in chest multiple times, intelligence source says. http://t.co/xuWPhFfeje",Media,Affected individuals,Related and informative
"After today's airport shooting, people across Los Angeles were united by deep concern over how much longer the security lines will be now.",Outsiders,Sympathy and support,Related - but not informative
Suspect in LAX attack identified; TSA agent dies - Battle Creek Enquirer http://t.co/R1ItuA92RR (Latest) #patriots,Media,Affected individuals,Related and informative
LAX shooting suspect made suicidal references to family: Paul Anthony Ciancia killed one TSA office... http://t.co/Y58oDgnleP #USA #News,Media,Affected individuals,Related and informative
"RT @JosephSerna: This is the first TSA agent to die in the line of duty, officials said. #LAX shooting.",Outsiders,Affected individuals,Related and informative
RT @TrenchPressNews: BREAKING! LAX Shooter Off-Duty TSA Agent on Killing Spree http://t.co/ntokwem43g,Media,Affected individuals,Related and informative
RT @regulator: Praises go out to All the victims at the lax attacks and there family's keep ya heads up god bless.,Outsiders,Sympathy and support,Related - but not informative
"Dad called police, worried about LAX suspect - The Dominion Post http://t.co/a7PENQyv5M (Latest) #California",Media,Other Useful Information,Related - but not informative
FBI: L.A. man is suspect in airport shooting: A man armed with what police say was an assault rifle and carryi... http://t.co/n123R9CtqT,Media,Affected individuals,Related and informative
@CNN This is what you call breaking news? LAX shooter showed anti-TSA sentiment. WHO HASN'T? Report something useful.,Media,Other Useful Information,Related and informative
The only reason the #LAXShooting happened today is bc millions of people also lost #foodstamps benefits. #distraction from the #truth,Outsiders,Other Useful Information,Related - but not informative
"RT @Nightline: #LAXShooting survivor looked down barrel of gun, “prayed to God:” http://t.co/kyaowijYWR",Media,Affected individuals,Related and informative
Praying for the people and families that was in Lax airport today,Outsiders,Sympathy and support,Related - but not informative
"Face-to-face with the airport gunman: Leon Saryan tells Anderson the LAX shooter walked right up to him, and ... http://t.co/TMvHszJRWJ",Eyewitness,Affected individuals,Related and informative
Wait there was a shooting at the airport,Outsiders,Other Useful Information,Related - but not informative
"Face-to-face with the airport gunman: Leon Saryan tells Anderson the LAX shooter walked right up to him, and ... http://t.co/r3y4bhcMoM",Media,Affected individuals,Related and informative
Praying for the people that were involved &amp; effected by the #LAX shooting this afternoon .,Outsiders,Sympathy and support,Related - but not informative
KING D ROYALTY http://t.co/eXjB4V0rbx … #LA #LAX #OAKLAND #SF #BAYAREA #VEGAS #LOSANGELES #CALI #SEO #SMM #WP #OC #MUSIC #BLOGS #TURNUP 36,Not labeled,Not labeled,Not related
To the piece of shit LAX shooter u cant bring me down wit ya drama...cant hold me down!!! #famshots http://t.co/C3qEZMqkZa,Outsiders,Other Useful Information,Related - but not informative
"@BasedBieberLife NJ police: Dad called, worried about LAX suspect:   @deadmau5",Outsiders,Other Useful Information,Related - but not informative
"Live in Los Angeles? Visit Cleveland for only $129 on Saturday, December 7. Save $22! #flight #deal #LAX #CLE http://t.co/OHB7wL8a1b",Not labeled,Not labeled,Not related
"UPDATED: LA Airport Shooting Leaves News Networks Cautious, Celebrities Cub-Reporting, ‘Mad Men’ Crew Stranded http://t.co/aGalBPkMlQ",Media,Other Useful Information,Related - but not informative
"To the shooter of LAX, what the fuck was your purpose to open fire?",Outsiders,Other Useful Information,Related - but not informative
"LAX suspect made references to suicide, father says - http://t.co/uyOfWHvdC5 http://t.co/YvTT5EAQpR (Latest) #teaparty",Eyewitness,Affected individuals,Related and informative
Police: Suspected LAX gunman sent suicide text to family: N.J. police chief says the suspect's father called... http://t.co/Zt8XGTj7nC,Government,Affected individuals,Related and informative
Suspect in LAX shooting apparently had suicidal thoughts before attack http://t.co/pSqBAMVD60,Media,Affected individuals,Related and informative
"NJ police: Dad called, worried about LAX suspect - http://t.co/6kWw5lSfOC http://t.co/BW6Cv6v6A4 (Latest) #usaf #usmc",Government,Other Useful Information,Related - but not informative
"#LAXShooting: now what? #NRA supporters will ask for all passengers the right to carry a gun also at the airport, for self defense purposes?",Outsiders,Other Useful Information,Related - but not informative
TSA agent killed in Los Angeles airport shooting  http://t.co/Un2iAUjbfO,Media,Affected individuals,Related and informative
"RT @ToryBelleci: Thank you #LAPD &amp; #TSA for securing today's horrible event &amp; thank you guys for all your concerns, prayers &amp; support. #LAX…",Eyewitness,Sympathy and support,Related - but not informative
RT @paidabribeNG: Paul Anthony Ciancia identified as LAX shooting suspect (Photo)  Authorities have identified the individual... http://t.c…,Media,Affected individuals,Related and informative
Gunman kills one and injures others at LAX airport in Los Angeles | World news http://t.co/2pA8Ng0ae5,Media,Affected individuals,Related and informative
Deeply saddened about the events that took place at #LAX today. Not feeling safe to go anywhere anymore.,Outsiders,Sympathy and support,Related - but not informative
LAX terminal remains closed: It was unclear early Saturday when Los Angeles International Airport's terminal 3... http://t.co/yYMZRktnoq,Media,Infrastructure and utilities,Related and informative
RT @FBIPressOffice: Seeking Information in Los Angeles Airport Shootings: — Los Angeles http://t.co/kllbSjH3YM #FBI,Government,Other Useful Information,Related and informative
"Suspect in Custody, Multiple People Injured in LAX Shooting - Dansville-Genesee Country Express http://t.co/zd757LbhDV (Latest) #obama #p2",Media,Affected individuals,Related and informative
RT @CNNEE: Esta foto obtenida por CNN parece mostrar un arma en el piso en el aeropuerto de Los Ángeles #LAX http://t.co/HLbb4hNu7C,Not labeled,Not labeled,Not applicable
LAX suspect texted 'worrisome' message prior to shooting - CANOE (Latest) http://t.co/WI6CGKuTUj #fashion #sports,Media,Other Useful Information,Related and informative
RT @bellathorne: Tough day at the airport. Glad to be able to get home. Prayers for victims of LAX shooter.,Eyewitness,Sympathy and support,Related - but not informative
RT @KingstonKThorne: Lots of prayers and love to the people and victims of the crazed shooter at LAX. Put our weapons down !,Outsiders,Sympathy and support,Related - but not informative
KING D ROYALTY http://t.co/2RJIrrnlOi … #LA #LAX #OAKLAND #SF #BAYAREA #VEGAS #LOSANGELES #CALI #SEO #SMM #WP #OC #MUSIC #BLOGS #TURNUP 95,Not labeled,Not labeled,Not related
RT @FoxNews: TSA officer killed in #LAX shooting remembered as 'very proud' father http://t.co/I1OwwQwUgm,Media,Affected individuals,Related and informative
Suspect in LAX shooting apparently had suicidal thoughts before attack http://t.co/eJJhRjQ5Bw,Media,Other Useful Information,Related and informative
RT @RocktardsTweets: Reports of a shooting at LAX Airport. Hope everyone is okay!,Media,Sympathy and support,Related - but not informative
Sott - Shooter's former roommate: LAX shooting suspect 'a nice guy' http://t.co/OoktS7TvJb,Outsiders,Other Useful Information,Related and informative
RT @LAX_Official: Passengers unable to reclaim personal belongings with medical supplies/prescriptions contact LAX’s on-airport medical cli…,Government,Infrastructure and utilities,Related and informative
Los Angeles Airport shooting: Police probe motive of attack | http://t.co/wAVhsEdqHJ http://t.co/VlMChxZZ5z,Media,Other Useful Information,Related and informative
RT @cnnbrk: KCAL/KCBS video appears to show LAX suspect handcuffed to a gurney. http://t.co/c5Z0nTvpXU,Media,Other Useful Information,Related and informative
The 23-year-old suspect in the Los Angeles International Airport shooting had family members worried that...,Outsiders,Other Useful Information,Related and informative
@VirginAmerica u canceled my flight out if #LAX. Full refund options? Had to rebook with @USAirways since no flights- previously mistyped.,Not labeled,Not labeled,Not related
http://t.co/VAhHTIc8cZ #fiverr #StoryOfMyLife #Halloween #music #tcot #androidgames #sats #LAX #Boston #BostonStrong,Not labeled,Not labeled,Not related
#prayforlax #laxshooting http://t.co/4fSX5WesRL,Outsiders,Sympathy and support,Related - but not informative
NJ police: LAX shooting suspect sent suicidal text,Government,Affected individuals,Related and informative
Paul Anthony Ciancia Nominato come Shooting LAX Suspect http://t.co/iqJaTz39AQ,Media,Affected individuals,Related and informative
RT @AlfredoFlores: My prayers are with the family of the TSA agent who was killed today at LAX and the other victims injured in this shooti…,Outsiders,Sympathy and support,Related and informative
http://t.co/58krX3oMHl #free ***MAGAZINE/BOOK DISPLAY RACKS*** (LANCASTER) http://t.co/3TLxK7WIkn #LAX #losangeles #CA,Not labeled,Not labeled,Not related
"RT @JamesFrancoTV: #Lax - terminal, empty; police, patrolling; people, waiting - peace and love http://t.co/CqIOSj5i3j",Media,Other Useful Information,Related - but not informative
"RT @CNN: Law enforcement: materials found on LAX suspect included rant referencing conspiracy theory, the New World Order http://t.co/gQIUy…",Media,Other Useful Information,Related and informative
"RT @ashleyjessica: Script Flipped: LAX Shooter Is Mad At ‘Intrusive Security Screenings’, Had Note Mentioning ‘NWO’ - http://t.co/OJMlvenvSU",Media,Affected individuals,Related and informative
ATTN ALL ANTI-GOV LOONS: please move to North Korea or Syria so you can be martyred fighting real - not imagined - oppression. #LAX,Not labeled,Not labeled,Not related
RT @CNNEE: ¿Por qué un muchacho corriente de 23 años decide atacar el aeropuerto de Los Angeles? http://t.co/vzNizJ1LmZ #LAXshooting,Not labeled,Not labeled,Not applicable
RT @CNNEE: ¿Por qué un muchacho corriente de 23 años decide atacar el aeropuerto de Los Angeles? http://t.co/vzNizJ1LmZ #LAXshooting,Not labeled,Not labeled,Not applicable
RT @AlfredoFlores: My prayers are with the family of the TSA agent who was killed today at LAX and the other victims injured in this shooti…,Outsiders,Sympathy and support,Related - but not informative
LAX Shooting Screams False Flag  http://t.co/D3IhfKQBhB   Shooter: Paul CIAnCIA   #policestate #tyranny #news http://t.co/4NeF2ERsEM,Media,Other Useful Information,Related and informative
Questions surround LAX suspect's motive http://t.co/ND2O12yFbd,Outsiders,Affected individuals,Related - but not informative
.@deadmau5 Gunman targets TSA in Los Angeles airport shooting:   @BasedBieberLife,Outsiders,Other Useful Information,Related and informative
"@QxK thanks to the dead lax shooter for causing traffic, i missed glassjaw. so I'm going to try to go tonight",Outsiders,Affected individuals,Related - but not informative
Have questions about what happened at LAX or airport security in general? Feel free to ask us.,Outsiders,Other Useful Information,Related - but not informative
Gunman targets TSA in Los Angeles airport shooting http://t.co/v9PN62djJA via #NewzSocial,Media,Affected individuals,Related and informative
Mad Men Cast And Crew 'Caught In The Middle Of LA Airport Shooting' http://t.co/y59IWKRfGs,Media,Affected individuals,Related and informative
Suspect in LAX shooting apparently had suicidal thoughts before attack | Fox News http://t.co/kxIEmMHuKV via @foxnews,Media,Other Useful Information,Related and informative
RT @intelwire: Motive of suicidal guy carrying anti-gov tract during airport shooting spree a mystery authorities say http://t.co/bQPl3iA…,Media,Other Useful Information,Related and informative
"Script Flipped: LAX Shooter Is Mad At �Intrusive Security Screenings�, Had Note Mentioning �NWO� http://t.co/v0wOmdAKCZ",Outsiders,Affected individuals,Related and informative
#LAX Shooting #MANNEQUIN strolld out on CBS claimed was wounded #TSA #FalseFlag? http://t.co/K2Y7YCMKR1 http://t.co/K96GQTMAU0 #ImpeachObama,Outsiders,Other Useful Information,Related and informative
"RT @jricole: So shooting down people at an airport is *not* terrorism, but carrying a flashdrive with evidence of gov't wrongdoing *is* ter…",Outsiders,Sympathy and support,Related - but not informative
"RT @jricole: So shooting down people at an airport is *not* terrorism, but carrying a flashdrive with evidence of gov't wrongdoing *is* ter…",Outsiders,Other Useful Information,Related - but not informative
RT @nowthisnews: Just who was the LAX shooter? Find out here: http://t.co/1qou0uS6h8,Media,Other Useful Information,Related and informative
@BasedBieberLife Gunman targets TSA in Los Angeles airport shooting:   @deadmau5,Outsiders,Affected individuals,Related and informative
.@deadmau5 Gunman targets TSA in Los Angeles airport shooting:   @BasedBieberLife,Outsiders,Other Useful Information,Related and informative
LAX suspect texted 'worrisome' message prior to shooting - CANOE http://t.co/Fn9mPzJXgJ (Latest) #Boston #NewYork,Media,Other Useful Information,Related and informative
L.A. Ontario Airport ‘October Drill’ Nearly Identical to LAX Shooting Scene http://t.co/8B7sOIDXl1,Media,Other Useful Information,Related and informative
Motive Unclear in Deadly Los Angeles Airport Shooting http://t.co/BSq6p56i6J,Media,Other Useful Information,Related and informative
"RT @KTLA: Parking Structure #3 has reopened at LAX. All parking structures at airport now open, officials say - http://t.co/ipu1IQ0hxC @LAX…",Media,Infrastructure and utilities,Related and informative
Suspect held as guard killed in airport shooting - Herald.ie http://t.co/ZkWRWp3Tn5 (Latest) #football,Media,Affected individuals,Related and informative
"RT @jricole: So shooting down people at an airport is *not* terrorism, but carrying a flashdrive with evidence of gov't wrongdoing *is* ter…",Outsiders,Sympathy and support,Related - but not informative
LAX shooting suspect in custody; TSA officer killed - Salt Lake Tribune http://t.co/BW6Cv6v6A4 (Latest) #usaf #usmc,Media,Affected individuals,Related and informative
Gunman targets TSA in Los Angeles airport shooting http://t.co/zP3ikL5Bya,Media,Affected individuals,Related and informative
"RT @ChicoDelainky: The #LAX shooter referred to himself as a pissed-off patriot” Come on! If that’s not a #teaparty member, I don’t know w…",Outsiders,Affected individuals,Related and informative
Travelers Use Los Angeles International Airport Day After Shooting Killed One ... - Getty Images http://t.co/To9ue0za6d,Media,Infrastructure and utilities,Related and informative
"RT @Deanofcomedy: Why are all Muslims responsible for every bad one but White peeps not responsible for every school gunmen, LAX shooter, W…",Outsiders,Other Useful Information,Related - but not informative
Los Angeles Airport Partly Closed After Shooting: Federal agents combed the airport for clues about a man wiel... http://t.co/Z0UCeyZsj8,Media,Infrastructure and utilities,Related and informative
#LAXSHOOTING UPDATE; LAX is OPEN. All terminals and roadways OPEN. Terminal 3 ticket counters only OPEN except for rest of the terminal,Outsiders,Infrastructure and utilities,Related and informative
#news: Los Angeles airport terminal still closed after fatal shooting rampage: Authorities inve... http://t.co/Yt5mUyJTAb #guardianudate,Media,Infrastructure and utilities,Related and informative
LAX rampage suspect called former Homeland Security secretary Secretary Janet Napolitano a 'bull d***': Offici... http://t.co/j3zO5Ds0GJ,Media,Affected individuals,Related and informative
